disbursement_id,primary_token,disbursement_type,origin_disbursement_amount,budget_disbursement_amount,currency,budget_type,disbursement_status,exchange_month,external_token,receipt_token,store_id,transaction_id,register_by,updated_by,created_at,updated_at
91,63d91d7f51aeeb5211e917e2,GUARANTEE,4000.00,4000.00,USD,DISBURSEMENT,CREATED,202211,GUARANTEE_o7CH3806qWfdsot,,633ea30b5fc532001565c9e9,XVEJ2AWK6XU2ADZD,DAVID,DAVID,2023-01-31 13:54:08,2023-01-31 13:54:08
92,63d91d8051aeeb5211e917e3,GUARANTEE,3100.00,3100.00,USD,DISBURSEMENT,CREATED,202211,GUARANTEE_kYXShBihRwzc0Os,,6360e9ceace3c9001511baef,CD665XI7JYJCTPSI,DAVID,DAVID,2023-01-31 13:54:08,2023-01-31 13:54:08
93,63d91d801813d75ad935a731,GUARANTEE,3000.00,3000.00,USD,DISBURSEMENT,CREATED,202211,GUARANTEE_P3lCvMZQOOq2N2q,,6371dd13a17fef000fcec2df,KJMQHWY64T4LOC4L,DAVID,DAVID,2023-01-31 13:54:08,2023-01-31 13:54:08
94,63d91d801813d75ad935a732,GUARANTEE,2500.00,2500.00,USD,DISBURSEMENT,CREATED,202211,GUARANTEE_RWKfgHSXkeuUHtU,,634644cd9e1bf1001513635b,RARWCAR336VZGX5W,DAVID,DAVID,2023-01-31 13:54:09,2023-01-31 13:54:09
95,63d91d801813d75ad935a733,GUARANTEE,2500.00,2500.00,USD,DISBURSEMENT,CREATED,202211,GUARANTEE_mJlZIxev0tzBm9h,,6374e6102c4c1d0015787410,5WVMN62V6HTZE2Q2,DAVID,DAVID,2023-01-31 13:54:09,2023-01-31 13:54:09
96,63d91d8151aeeb5211e917e4,GUARANTEE,2500.00,2500.00,USD,DISBURSEMENT,CREATED,202211,GUARANTEE_Y4Rgfcqz6N02So5,,639cc8faf02e70001029a2e6,ECR55YYBU7ZRCUN3,DAVID,DAVID,2023-01-31 13:54:09,2023-01-31 13:54:09
97,63d91d8151aeeb5211e917e5,GUARANTEE,2000.00,2000.00,USD,DISBURSEMENT,CREATED,202211,GUARANTEE_L9MeoWKv33aOaHl,,639b6ab6714096000e18ad50,57KOZTYITAWY23ZS,DAVID,DAVID,2023-01-31 13:54:09,2023-01-31 13:54:09
98,63d91d811813d75ad935a734,GUARANTEE,2000.00,2000.00,USD,DISBURSEMENT,CREATED,202211,GUARANTEE_WbDVXsKBNOw773h,,639b88f51a9240000eb6b88b,ORI54SXCXNMOFN6I,DAVID,DAVID,2023-01-31 13:54:10,2023-01-31 13:54:10
99,63d91d811813d75ad935a735,GUARANTEE,4000.00,4000.00,USD,DISBURSEMENT,CREATED,202211,GUARANTEE_K5JGZ64MTUYlbk8,,6374e8c7eeb1c0001573feea,XRH3KZQXYWQU73HM,DAVID,DAVID,2023-01-31 13:54:10,2023-01-31 13:54:10
100,63d91d8251aeeb5211e917e6,GUARANTEE,2400.00,2400.00,USD,DISBURSEMENT,CREATED,202211,GUARANTEE_ezhEtns74sH0NOB,,63464b9c7d98bc00154ddff4,SISHSYN2SKZYGG2C,DAVID,DAVID,2023-01-31 13:54:10,2023-01-31 13:54:10
101,63d91d821813d75ad935a736,GUARANTEE,2000.00,2000.00,USD,DISBURSEMENT,CREATED,202211,GUARANTEE_6flaYalxTwHpCwE,,63c8f23eb3edb5000ed2303a,6L2K4Z4V6KEU3T5W,DAVID,DAVID,2023-01-31 13:54:10,2023-01-31 13:54:10
102,63d91d8251aeeb5211e917e7,GUARANTEE,700.00,700.00,USD,DISBURSEMENT,CREATED,202211,GUARANTEE_XnfqsHXOQdb0N1Q,,63c5da9c4154fa0016ddbec9,C3CKFQJ2XISRQBUG,DAVID,DAVID,2023-01-31 13:54:11,2023-01-31 13:54:11
103,63d91d821813d75ad935a737,GUARANTEE,720.00,720.00,USD,DISBURSEMENT,CREATED,202211,GUARANTEE_HajPIX7L5eIAyTm,,62b198f4b80986b6ed124866,URFC5CPWMII3COGQ,DAVID,DAVID,2023-01-31 13:54:11,2023-01-31 13:54:11
104,63d91d8351aeeb5211e917e8,GUARANTEE,770.00,770.00,USD,DISBURSEMENT,CREATED,202211,GUARANTEE_LyLB9qnRbnENWxv,,62b198eeb80986b6ed1246bf,5LD35QNVYUIRONBM,DAVID,DAVID,2023-01-31 13:54:11,2023-01-31 13:54:11
105,63d91d8351aeeb5211e917e9,GUARANTEE,1600.00,1600.00,USD,DISBURSEMENT,CREATED,202211,GUARANTEE_8l7yGvvcK5uQIy6,,62b198e4b80986b6ed12433d,FBK6NFWCJB2MS7JA,DAVID,DAVID,2023-01-31 13:54:12,2023-01-31 13:54:12
106,63d91d8351aeeb5211e917ea,GUARANTEE,330.00,330.00,USD,DISBURSEMENT,CREATED,202211,GUARANTEE_RqHvfoNfA3xBu7K,,62b198f4b80986b6ed124828,SIRCXY4CRINFBSX2,DAVID,DAVID,2023-01-31 13:54:12,2023-01-31 13:54:12
107,63d91d841813d75ad935a738,GUARANTEE,1720.00,1720.00,USD,DISBURSEMENT,CREATED,202211,GUARANTEE_PkxU9hLv4IZRGzS,,62b198e8b80986b6ed124480,SIKUDZZWTNID72GP,DAVID,DAVID,2023-01-31 13:54:12,2023-01-31 13:54:12
108,63d91d841813d75ad935a739,GUARANTEE,500.00,500.00,USD,DISBURSEMENT,CREATED,202211,GUARANTEE_TU3q04aWNTeUtds,,62b198eab80986b6ed124534,RTN2FMWKSGVXKS4W,DAVID,DAVID,2023-01-31 13:54:12,2023-01-31 13:54:12
109,63d91d8451aeeb5211e917eb,GUARANTEE,250.00,250.00,USD,DISBURSEMENT,CREATED,202211,GUARANTEE_iT1ZT2aUymkVL8d,,6311a646bac412000f304bca,ZVVLIDBF3UB3ZL7C,DAVID,DAVID,2023-01-31 13:54:13,2023-01-31 13:54:13
110,63d91d841813d75ad935a73a,GUARANTEE,100.00,100.00,USD,DISBURSEMENT,CREATED,202211,GUARANTEE_IhW2FrrxN5J9jD9,,63119dbab208ea001721d06e,7G5TB6BGR5UH562T,DAVID,DAVID,2023-01-31 13:54:13,2023-01-31 13:54:13
111,63d91d851813d75ad935a73b,GUARANTEE,3500.00,3500.00,USD,DISBURSEMENT,CREATED,202211,GUARANTEE_gjt8wuPUgM6nlbG,,62b19905b80986b6ed124da4,RFUIB5YCCQM4E3CD,DAVID,DAVID,2023-01-31 13:54:13,2023-01-31 13:54:13
112,63d91d851813d75ad935a73c,GUARANTEE,3450.00,3450.00,USD,DISBURSEMENT,CREATED,202211,GUARANTEE_vpXznw05cPwpuT3,,62ac3f7aeae053000fe6d2e2,GNYZOETO2ZFD4OPZ,DAVID,DAVID,2023-01-31 13:54:13,2023-01-31 13:54:13
113,63d91d8551aeeb5211e917ec,GUARANTEE,35000.00,35000.00,JPY,DISBURSEMENT,CREATED,202211,GUARANTEE_uhpU19m4pPQ7v82,,61dfbc9d94bdc345d4aa4d57,XMMMR6P3N4NEHDDF,DAVID,DAVID,2023-01-31 13:54:14,2023-01-31 13:54:14
114,63d91d851813d75ad935a73d,GUARANTEE,29000.00,29000.00,JPY,DISBURSEMENT,CREATED,202211,GUARANTEE_QJ1Af7EpEjlTzeH,,61dfbc9d94bdc345d4aa4d6b,JVXRC6DNJTJARN4S,DAVID,DAVID,2023-01-31 13:54:14,2023-01-31 13:54:14
115,63d91d861813d75ad935a73e,GUARANTEE,47000.00,47000.00,JPY,DISBURSEMENT,CREATED,202211,GUARANTEE_vLgUcIJmwI9fqu6,,61dfbc9d94bdc345d4aa4d68,5B4UNR5MGFELQCVV,DAVID,DAVID,2023-01-31 13:54:14,2023-01-31 13:54:14
116,63d91d8651aeeb5211e917ed,GUARANTEE,32000.00,32000.00,JPY,DISBURSEMENT,CREATED,202211,GUARANTEE_xJ3w5tpAzYXWWlD,,61dfbc9d94bdc345d4aa4d8b,UVXLM3S4H63TGSOF,DAVID,DAVID,2023-01-31 13:54:14,2023-01-31 13:54:14
117,63d91d8651aeeb5211e917ee,GUARANTEE,86000.00,86000.00,JPY,DISBURSEMENT,CREATED,202211,GUARANTEE_cDXl9MELb6tes8l,,61dfbc9d94bdc345d4aa4d7f,7BHLURDLZY5OV6IP,DAVID,DAVID,2023-01-31 13:54:15,2023-01-31 13:54:15
118,63d91d861813d75ad935a73f,GUARANTEE,125000.00,125000.00,JPY,DISBURSEMENT,CREATED,202211,GUARANTEE_wcszch2ZTXk8wYV,,61dfbc9d94bdc345d4aa4d87,YVADCNP4ZPNW3BZ3,DAVID,DAVID,2023-01-31 13:54:15,2023-01-31 13:54:15
119,63d91d8751aeeb5211e917ef,GUARANTEE,172000.00,172000.00,JPY,DISBURSEMENT,CREATED,202211,GUARANTEE_95rRAWRZmPowmjI,,61dfbc9d94bdc345d4aa4d8e,2AX5M6US5ESWTZGB,DAVID,DAVID,2023-01-31 13:54:15,2023-01-31 13:54:15
120,63d91d8751aeeb5211e917f0,GUARANTEE,92108.00,92108.00,JPY,DISBURSEMENT,CREATED,202211,GUARANTEE_SscuX3k67b3h7rN,,61dfbc9d94bdc345d4aa4d92,3PAR6KSKTMOUU5MM,DAVID,DAVID,2023-01-31 13:54:15,2023-01-31 13:54:15
121,63d91d871813d75ad935a740,GUARANTEE,20000.00,20000.00,JPY,DISBURSEMENT,CREATED,202211,GUARANTEE_dbDkPu2pCZTBohR,,61dfbc9d94bdc345d4aa4d95,BLE6M224ND6B3F74,DAVID,DAVID,2023-01-31 13:54:16,2023-01-31 13:54:16
122,63d91d8751aeeb5211e917f1,GUARANTEE,107000.00,107000.00,JPY,DISBURSEMENT,CREATED,202211,GUARANTEE_0EwaIlB4Alg3miy,,61dfbc9d94bdc345d4aa4d97,3N5SRMEZAKJZZ5IY,DAVID,DAVID,2023-01-31 13:54:16,2023-01-31 13:54:16
123,63d91d8851aeeb5211e917f2,GUARANTEE,65000.00,65000.00,JPY,DISBURSEMENT,CREATED,202211,GUARANTEE_C2CaiBO9VlrCczW,,61dfbc9d94bdc345d4aa4d96,UYMQD4NT7VUJQNHQ,DAVID,DAVID,2023-01-31 13:54:16,2023-01-31 13:54:16
124,63d91d8851aeeb5211e917f3,GUARANTEE,125000.00,125000.00,JPY,DISBURSEMENT,CREATED,202211,GUARANTEE_CVTbs0znSfA4Qao,,61dfbc9d94bdc345d4aa4d9e,QU3PZKJLLNK7HDSF,DAVID,DAVID,2023-01-31 13:54:16,2023-01-31 13:54:16
125,63d91d881813d75ad935a741,GUARANTEE,77000.00,77000.00,JPY,DISBURSEMENT,CREATED,202211,GUARANTEE_HnCkEXZ2HU29FkQ,,61dfbc9d94bdc345d4aa4d9d,4E3BOG2AZORL7CIQ,DAVID,DAVID,2023-01-31 13:54:17,2023-01-31 13:54:17
126,63d91d881813d75ad935a742,GUARANTEE,173000.00,173000.00,JPY,DISBURSEMENT,CREATED,202211,GUARANTEE_9OwQwB9Wg6Cqt0I,,61dfbc9d94bdc345d4aa4da2,JAXX6ZRSTCPEWEW7,DAVID,DAVID,2023-01-31 13:54:17,2023-01-31 13:54:17
127,63d91d891813d75ad935a743,GUARANTEE,11000.00,11000.00,JPY,DISBURSEMENT,CREATED,202211,GUARANTEE_zA6cZTe2Y8ygj7x,,61dfbc9d94bdc345d4aa4d8f,NCNFZ4JM7SULN5AC,DAVID,DAVID,2023-01-31 13:54:17,2023-01-31 13:54:17
128,63d91d8951aeeb5211e917f4,GUARANTEE,146000.00,146000.00,JPY,DISBURSEMENT,CREATED,202211,GUARANTEE_YTTSRCjx6B0able,,61dfbc9d94bdc345d4aa4da4,O75BVVIUTR3W4A7A,DAVID,DAVID,2023-01-31 13:54:17,2023-01-31 13:54:17
129,63d91d8951aeeb5211e917f5,GUARANTEE,80000.00,80000.00,JPY,DISBURSEMENT,CREATED,202211,GUARANTEE_tCu3m2zXV2CKpMl,,61dfbc9d94bdc345d4aa4da8,D5ZUNHJ3BIX547PS,DAVID,DAVID,2023-01-31 13:54:18,2023-01-31 13:54:18
130,63d91d8951aeeb5211e917f6,GUARANTEE,142000.00,142000.00,JPY,DISBURSEMENT,CREATED,202211,GUARANTEE_DsqDeJUSGoxrzFh,,61dfbc9d94bdc345d4aa4dab,I3MWJERXRXHZFP4Z,DAVID,DAVID,2023-01-31 13:54:18,2023-01-31 13:54:18
131,63d91d8a51aeeb5211e917f7,GUARANTEE,62000.00,62000.00,JPY,DISBURSEMENT,CREATED,202211,GUARANTEE_ZGKW3k0BCmlwvcj,,61dfbc9d94bdc345d4aa4dac,OGLQFBINLYOQM7PG,DAVID,DAVID,2023-01-31 13:54:18,2023-01-31 13:54:18
132,63d91d8a1813d75ad935a744,GUARANTEE,134000.00,134000.00,JPY,DISBURSEMENT,CREATED,202211,GUARANTEE_1ko1NxJW2dFtNVT,,61dfbc9d94bdc345d4aa4db4,JGGJIGE2ZWNCSVF4,DAVID,DAVID,2023-01-31 13:54:18,2023-01-31 13:54:18
133,63d91d8a1813d75ad935a745,GUARANTEE,155000.00,155000.00,JPY,DISBURSEMENT,CREATED,202211,GUARANTEE_Gjue5Ufmz5rac6q,,61dfbc9d94bdc345d4aa4dbc,GWIBLTK4M2ZQHCPY,DAVID,DAVID,2023-01-31 13:54:19,2023-01-31 13:54:19
134,63d91d8a51aeeb5211e917f8,GUARANTEE,158000.00,158000.00,JPY,DISBURSEMENT,CREATED,202211,GUARANTEE_SKNFasE2wsgnH8v,,61dfbc9d94bdc345d4aa4db7,3HM2KGHVGYQEOCM6,DAVID,DAVID,2023-01-31 13:54:19,2023-01-31 13:54:19
135,63d91d8b1813d75ad935a746,GUARANTEE,118000.00,118000.00,JPY,DISBURSEMENT,CREATED,202211,GUARANTEE_qRp8xi4XfyG2qj1,,61dfbc9d94bdc345d4aa4db9,Q5UKXH5WHAU62WU5,DAVID,DAVID,2023-01-31 13:54:19,2023-01-31 13:54:19
136,63d91d8b1813d75ad935a747,GUARANTEE,155000.00,155000.00,JPY,DISBURSEMENT,CREATED,202211,GUARANTEE_WSZJ5KcxqYbsvAB,,61dfbc9d94bdc345d4aa4db6,NYD3FUPZ4S23AFMW,DAVID,DAVID,2023-01-31 13:54:19,2023-01-31 13:54:19
137,63d91d8b1813d75ad935a748,GUARANTEE,160000.00,160000.00,JPY,DISBURSEMENT,CREATED,202211,GUARANTEE_LxmF3hQ8VYYHrEA,,61dfbc9d94bdc345d4aa4dba,72QAXSBEO667FU3K,DAVID,DAVID,2023-01-31 13:54:20,2023-01-31 13:54:20
138,63d91d8b51aeeb5211e917f9,GUARANTEE,185000.00,185000.00,JPY,DISBURSEMENT,CREATED,202211,GUARANTEE_mmcp2j9LToLX5Dg,,61dfbc9d94bdc345d4aa4dc3,WVUNZK33NP7XMG4T,DAVID,DAVID,2023-01-31 13:54:20,2023-01-31 13:54:20
139,63d91d8c1813d75ad935a749,GUARANTEE,103000.00,103000.00,JPY,DISBURSEMENT,CREATED,202211,GUARANTEE_zLF8K19aNxJgoL9,,61dfbc9d94bdc345d4aa4dc0,2CXCZBS3BQNMFN2B,DAVID,DAVID,2023-01-31 13:54:20,2023-01-31 13:54:20
140,63d91d8c51aeeb5211e917fa,GUARANTEE,155000.00,155000.00,JPY,DISBURSEMENT,CREATED,202211,GUARANTEE_2iNC70Qh6VxHApM,,61dfbc9d94bdc345d4aa4dd0,HSCERIE652HF4IDH,DAVID,DAVID,2023-01-31 13:54:20,2023-01-31 13:54:20
141,63d91d8c1813d75ad935a74a,GUARANTEE,110000.00,110000.00,JPY,DISBURSEMENT,CREATED,202211,GUARANTEE_9G19ctkdHDNROdl,,61dfbc9e94bdc345d4aa4dda,MWRZI22EMXFAYO7C,DAVID,DAVID,2023-01-31 13:54:21,2023-01-31 13:54:21
142,63d91d8c1813d75ad935a74b,GUARANTEE,104000.00,104000.00,JPY,DISBURSEMENT,CREATED,202211,GUARANTEE_U2lcwytwri6xICm,,61dfbc9d94bdc345d4aa4dd3,OUUZ4SXUAVE3DCD4,DAVID,DAVID,2023-01-31 13:54:21,2023-01-31 13:54:21
143,63d91d8d51aeeb5211e917fb,GUARANTEE,122000.00,122000.00,JPY,DISBURSEMENT,CREATED,202211,GUARANTEE_Sc9PnKDj88XUXim,,61dfbc9e94bdc345d4aa4ddb,U6GKABW5XCAZ4ZLJ,DAVID,DAVID,2023-01-31 13:54:21,2023-01-31 13:54:21
144,63d91d8d51aeeb5211e917fc,GUARANTEE,149000.00,149000.00,JPY,DISBURSEMENT,CREATED,202211,GUARANTEE_YAmqgWTnZvcUEIx,,61dfbc9e94bdc345d4aa4de0,KQT24XRDWNWZBK6V,DAVID,DAVID,2023-01-31 13:54:21,2023-01-31 13:54:21
145,63d91d8d1813d75ad935a74c,GUARANTEE,44000.00,44000.00,JPY,DISBURSEMENT,CREATED,202211,GUARANTEE_EEMKsBqkPd9S0FC,,61dfbc9e94bdc345d4aa4dde,3PVX4IQKFJTDY2GR,DAVID,DAVID,2023-01-31 13:54:22,2023-01-31 13:54:22
146,63d91d8d1813d75ad935a74d,GUARANTEE,173000.00,173000.00,JPY,DISBURSEMENT,CREATED,202211,GUARANTEE_5pNX4EvwE4cg75H,,61dfbc9e94bdc345d4aa4dea,3ESVQYVVPGNJFITK,DAVID,DAVID,2023-01-31 13:54:22,2023-01-31 13:54:22
147,63d91d8e1813d75ad935a74e,GUARANTEE,173000.00,173000.00,JPY,DISBURSEMENT,CREATED,202211,GUARANTEE_DCHIH9GMf4pb4Vn,,61dfbc9e94bdc345d4aa4df4,4VUXNMFDMLBEEBWM,DAVID,DAVID,2023-01-31 13:54:22,2023-01-31 13:54:22
148,63d91d8e51aeeb5211e917fd,GUARANTEE,158000.00,158000.00,JPY,DISBURSEMENT,CREATED,202211,GUARANTEE_9GwKl9WEPOB4gr1,,61dfbc9e94bdc345d4aa4dfc,7A5FID2NAFAXMXNS,DAVID,DAVID,2023-01-31 13:54:22,2023-01-31 13:54:22
149,63d91d8e51aeeb5211e917fe,GUARANTEE,116000.00,116000.00,JPY,DISBURSEMENT,CREATED,202211,GUARANTEE_AMHYjWEYNdxXikX,,61dfbc9e94bdc345d4aa4dfa,6JDC4N3ZFRMB4Q5R,DAVID,DAVID,2023-01-31 13:54:23,2023-01-31 13:54:23
150,63d91d8e51aeeb5211e917ff,GUARANTEE,194000.00,194000.00,JPY,DISBURSEMENT,CREATED,202211,GUARANTEE_QruapLK8x7UWbQm,,61dfbc9e94bdc345d4aa4e02,B4PO7YTIMYSCATYS,DAVID,DAVID,2023-01-31 13:54:23,2023-01-31 13:54:23
151,63d91d8f51aeeb5211e91800,GUARANTEE,65000.00,65000.00,JPY,DISBURSEMENT,CREATED,202211,GUARANTEE_DhIdR7tCq2H7TZN,,61dfbc9e94bdc345d4aa4e05,ZBAXZQNHRRB4JEYT,DAVID,DAVID,2023-01-31 13:54:23,2023-01-31 13:54:23
152,63d91d8f51aeeb5211e91801,GUARANTEE,173000.00,173000.00,JPY,DISBURSEMENT,CREATED,202211,GUARANTEE_v0B7SedQdvTc0R1,,61dfbc9d94bdc345d4aa4dbd,Z2YNHYKNCYR4CHOF,DAVID,DAVID,2023-01-31 13:54:23,2023-01-31 13:54:23
153,63d91d8f1813d75ad935a74f,GUARANTEE,167000.00,167000.00,JPY,DISBURSEMENT,CREATED,202211,GUARANTEE_tRMMiG9DnofV71m,,6231b292a539b9000d8e155f,7ZBXZBI5JFINN75G,DAVID,DAVID,2023-01-31 13:54:24,2023-01-31 13:54:24
154,63d91d8f51aeeb5211e91802,GUARANTEE,149000.00,149000.00,JPY,DISBURSEMENT,CREATED,202211,GUARANTEE_XtgAh9T8djrwMNa,,623429fa7282bb00134684b4,MSG4EYMU4BFW4ZIN,DAVID,DAVID,2023-01-31 13:54:24,2023-01-31 13:54:24
155,63d91d901813d75ad935a750,GUARANTEE,100000.00,100000.00,JPY,DISBURSEMENT,CREATED,202211,GUARANTEE_MbxPW1KvgIYG2rb,,62382bdde4d40a0013b495d2,CRVRP56N54BOLSKI,DAVID,DAVID,2023-01-31 13:54:24,2023-01-31 13:54:24
156,63d91d9051aeeb5211e91803,GUARANTEE,185000.00,185000.00,JPY,DISBURSEMENT,CREATED,202211,GUARANTEE_oam8eHQIOr4Znk4,,623afd028aa3ce001365bc03,PTKHUZIGAENQUJ7G,DAVID,DAVID,2023-01-31 13:54:24,2023-01-31 13:54:24
157,63d91d901813d75ad935a751,GUARANTEE,176000.00,176000.00,JPY,DISBURSEMENT,CREATED,202211,GUARANTEE_GEmK4u48Ea10GdL,,623a81113be2a4000dad212e,7B64JFWAW5KXCTPW,DAVID,DAVID,2023-01-31 13:54:25,2023-01-31 13:54:25
158,63d91d901813d75ad935a752,GUARANTEE,145000.00,145000.00,JPY,DISBURSEMENT,CREATED,202211,GUARANTEE_1J8yYZZmbhbNyhB,,623be39a83a3ba000fd9ac88,G7FQ2L67MWKHYFEC,DAVID,DAVID,2023-01-31 13:54:25,2023-01-31 13:54:25
159,63d91d9151aeeb5211e91804,GUARANTEE,180000.00,180000.00,JPY,DISBURSEMENT,CREATED,202211,GUARANTEE_9Z7csj631ZKegAV,,62675342420cc9005ba6f4e0,ALL6VHIVQPUHPXYK,DAVID,DAVID,2023-01-31 13:54:25,2023-01-31 13:54:25
160,63d91d9151aeeb5211e91805,GUARANTEE,131000.00,131000.00,JPY,DISBURSEMENT,CREATED,202211,GUARANTEE_lX0B6BIUBVyKNdT,,626b7c9eb2f15e0016423cb2,U24EOASZ6UXQLMEP,DAVID,DAVID,2023-01-31 13:54:25,2023-01-31 13:54:25
161,63d91d911813d75ad935a753,GUARANTEE,158000.00,158000.00,JPY,DISBURSEMENT,CREATED,202211,GUARANTEE_Jn2uxrXjpl3gh6O,,624a6551b6f307003d1d71f1,RE6F7YIPSUROUNWV,DAVID,DAVID,2023-01-31 13:54:26,2023-01-31 13:54:26
162,63d91d9151aeeb5211e91806,GUARANTEE,152000.00,152000.00,JPY,DISBURSEMENT,CREATED,202211,GUARANTEE_db2294Ed001fOmN,,6238249f5890c50013883e52,S26LYR6IXAZNU3EU,DAVID,DAVID,2023-01-31 13:54:26,2023-01-31 13:54:26
163,63d91d9251aeeb5211e91807,GUARANTEE,134000.00,134000.00,JPY,DISBURSEMENT,CREATED,202211,GUARANTEE_wSvqLBnJ9z3xXRa,,6260ff2ee872a30015b09b0e,ZOLA5OAU4QKSTEIF,DAVID,DAVID,2023-01-31 13:54:26,2023-01-31 13:54:26
164,63d91d921813d75ad935a754,GUARANTEE,971060.00,971060.00,JPY,DISBURSEMENT,CREATED,202211,GUARANTEE_kyxCOMUckUOVwWw,,61dfbc9e94bdc345d4aa4e1d,2VGXUUKWJQWNMULR,DAVID,DAVID,2023-01-31 13:54:26,2023-01-31 13:54:26
165,63d91d921813d75ad935a755,GUARANTEE,1500000.00,1500000.00,JPY,DISBURSEMENT,CREATED,202211,GUARANTEE_Ccpbw2ewiDz0WTl,,61dfbc9e94bdc345d4aa4e21,ZFRAUG4AI3GBJCPO,DAVID,DAVID,2023-01-31 13:54:27,2023-01-31 13:54:27
166,63d91d9251aeeb5211e91808,GUARANTEE,55123.00,55123.00,JPY,DISBURSEMENT,CREATED,202211,GUARANTEE_dm351nypSBzznai,,61dfbc9e94bdc345d4aa4e18,XXNNQKRODEDMDYCS,DAVID,DAVID,2023-01-31 13:54:27,2023-01-31 13:54:27
167,63d91d931813d75ad935a756,GUARANTEE,1330432.00,1330432.00,JPY,DISBURSEMENT,CREATED,202211,GUARANTEE_I0f3zIdGiZIr96m,,61dfbc9e94bdc345d4aa4e32,6T4YBWNC4JS75QTM,DAVID,DAVID,2023-01-31 13:54:27,2023-01-31 13:54:27
168,63d91d931813d75ad935a757,GUARANTEE,1442993.00,1442993.00,JPY,DISBURSEMENT,CREATED,202211,GUARANTEE_TxTeT0HT4Lv3DNo,,62035a70388fa300157af5bd,JB7JXSXC25UIOX7Y,DAVID,DAVID,2023-01-31 13:54:27,2023-01-31 13:54:27
169,63d91d931813d75ad935a758,GUARANTEE,338917.00,338917.00,JPY,DISBURSEMENT,CREATED,202211,GUARANTEE_aLv0ymJlBJmf5Fb,,61dfbc9e94bdc345d4aa4e37,2JJJAS7V5IAAZ2TA,DAVID,DAVID,2023-01-31 13:54:28,2023-01-31 13:54:28
170,63d91d9751aeeb5211e91809,GUARANTEE,100000.00,100000.00,JPY,DISBURSEMENT,CREATED,202211,GUARANTEE_SEQtcIxts10GLAg,,63369fb8156af10016a451bf,U4HAKJJJ4K7IEKE2,DAVID,DAVID,2023-01-31 13:54:31,2023-01-31 13:54:31
171,63d91d9751aeeb5211e9180a,GUARANTEE,1790000.00,1790000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_wWFLGfhAWep5sSq,,61dfbc9d94bdc345d4aa4db8,D5PFE7UZGRJZCKEW,DAVID,DAVID,2023-01-31 13:54:31,2023-01-31 13:54:31
172,63d91d971813d75ad935a759,GUARANTEE,1010000.00,1010000.00,KRW,DISBURSEMENT,CREATED,202211,GUARANTEE_SpyR7AtAg8u3fmV,,6234351bd3bc7a00136dde40,4EQNQOKMTTCRKGFQ,DAVID,DAVID,2023-01-31 13:54:32,2023-01-31 13:54:32
